Event ID,Event Name,Start Date/Time,End Date/Time,Event Agency,Event Type,Event Borough,Event Location,Event Street Side,Street Closure Type,Community Board,Police Precinct
621622,Permitted Film Event,02/11/2022 01:00:00 AM,02/20/2022 11:59:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",Theater Load in and Load Outs,Manhattan,"155 WEST   62 STREET, WEST   62 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,  AMSTERDAM AVENUE between WEST   62 STREET and WEST   65 STREET,  AMSTERDAM AVENUE between WEST   60 STREET and WEST   62 STREET",,N/A,"7,","20,"
604168,Soccer -Regulation,03/12/2022 08:00:00 AM,03/12/2022 05:00:00 PM,Parks Department,Sport - Youth,Bronx,"Williamsbridge Oval: Soccer-01 ,Van Cortlandt Park: Stadium-Soccer-08",,N/A,"07, 26,","50, 52,"
609306,Celebration,08/21/2022 12:00:00 PM,08/21/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
609332,Stoplight Party - Queens,02/26/2022 09:30:00 AM,02/26/2022 10:30:00 AM,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Around the Unisphere,,N/A,"81,","110,"
610669,Celebration,03/27/2022 02:00:00 PM,03/27/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,"Fort Tryon Park: Linden Terrace ,Fort Tryon Park: Billings Lawn ,Fort Tryon Park: Heather Garden",,N/A,"12,","34,"
605313,Soccer -Regulation,03/11/2022 08:00:00 AM,03/11/2022 04:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Calvert Vaux Park: Soccer-03 ,Calvert Vaux Park: Soccer-04",,N/A,"13,","60,"
608978,Celebration,04/23/2022 12:00:00 PM,04/23/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
623046,Celebration,10/01/2022 12:00:00 PM,10/01/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,"Fort Tryon Park: Linden Terrace ,Fort Tryon Park: Billings Lawn ,Fort Tryon Park: Heather Garden",,N/A,"12,","34,"
613364,Movies Under the Stars,05/21/2022 07:00:00 PM,05/21/2022 09:00:00 PM,Parks Department,Special Event,Manhattan,"St Catherine's Park: Basketball-01 ,St Catherine's Park: Basketball-04",,N/A,"08,","19,"
623644,Picnic,08/27/2022 02:00:00 PM,08/27/2022 05:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: Picnic House North,,N/A,"55,","78,"
620977,freeskewl Gathering,05/15/2022 05:00:00 PM,05/15/2022 06:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: CONCERT GROVE PAVILION,,N/A,"55,","78,"
616654,Movies Under the Stars,08/20/2022 07:00:00 PM,08/20/2022 09:00:00 PM,Parks Department,Special Event,Manhattan,"John Jay Park: Multi Purpose Area 01 ,John Jay Park: Basketball-02 ,John Jay Park: Basketball-02",,N/A,"08, 8,","19,"
606508,Soccer -Regulation,02/27/2022 09:00:00 AM,02/27/2022 07:00:00 PM,Parks Department,Sport - Youth,Queens,Kissena Corridor West: Soccer-01,,N/A,"07,","109,"
619621,Celebration,05/20/2022 11:00:00 AM,05/20/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
613265,Soccer -Regulation,03/13/2022 12:00:00 PM,03/13/2022 08:00:00 PM,Parks Department,Sport - Adult,Brooklyn,McCarren Park: Soccer-01,,N/A,"01,","94,"
614605,Outdoor Learning - Brooklyn International High School,03/11/2022 09:00:00 AM,03/11/2022 03:00:00 PM,Parks Department,Special Event,Brooklyn,Commodore Barry Park: Multi Purpose Play Area-01,,N/A,"02,","88,"
611871,Outdoor Learning Application-PS 132-DOE,02/17/2022 08:30:00 AM,02/17/2022 02:00:00 PM,Parks Department,Special Event,Brooklyn,Cooper Park: Center Oval Lawn,,N/A,"1,","90,"
622954,Celebration,05/07/2022 04:00:00 PM,05/07/2022 06:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dene Lawn,,N/A,"64,","22,"
617312,Celebration,05/20/2022 11:00:00 AM,05/20/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Belvedere Castle Terrace,,N/A,"64,","22,"
622602,Wedding,05/07/2022 05:00:00 PM,05/07/2022 07:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
617172,Celebration,03/25/2022 04:00:00 PM,03/25/2022 05:00:00 PM,Parks Department,Special Event,Queens,Hunter's Point South Park: Hunter's Point South Park,,N/A,"2,","108,"
619536,Horizon-Forbidden West Clawstrider Sculpture - Times Sq. Plaza,02/18/2022 07:00:00 AM,02/20/2022 08:00:00 PM,Street Activity Permit Office,Plaza Event,Manhattan,"43/44 Broadway Pedestrian Plaza (Times Sq): 43/44 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   43 STREET and WEST   44 STREET,  WEST   43 STREET between BROADWAY and 6 AVENUE",Full,Pedestrian Plaza,"5,","14,"
625532,Vaccine Command Center- Bushwick,02/18/2022 06:00:00 AM,02/18/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Perimeter Sidewalk Knickerbocker,,N/A,"4,","83,"
608433,Soccer - Non Regulation,03/12/2022 10:00:00 AM,03/12/2022 12:00:00 PM,Parks Department,Sport - Adult,Manhattan,East River Park: Grand Street Mini Field-Soccer-03,,N/A,"03,","7,"
622762,Celebration,06/25/2022 10:00:00 AM,06/25/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,"Central Park: Wagner Cove ,Central Park: Cherry Hill",,N/A,"64,","22,"
617447,Celebration,09/04/2022 01:00:00 PM,09/04/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
617186,NYC Surfing Surf School,02/27/2022 08:00:00 AM,02/27/2022 03:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach,,N/A,"14,","100,"
614605,Outdoor Learning - Brooklyn International High School,03/08/2022 09:00:00 AM,03/08/2022 03:00:00 PM,Parks Department,Special Event,Brooklyn,Commodore Barry Park: Multi Purpose Play Area-01,,N/A,"02,","88,"
602587,Soccer -Regulation,03/13/2022 08:00:00 AM,03/13/2022 08:00:00 PM,Parks Department,Sport - Youth,Queens,St. Michael's Playground: Soccer-01,,N/A,"01,","114,"
606589,Soccer - Non Regulation,03/12/2022 10:00:00 AM,03/12/2022 12:00:00 PM,Parks Department,Sport - Youth,Manhattan,Peter's Field: Soccer-01,,N/A,"06,","13,"
609760,Celebration,06/01/2022 02:00:00 PM,06/01/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,"Fort Tryon Park: Linden Terrace ,Fort Tryon Park: Heather Garden ,Fort Tryon Park: Billings Lawn",,N/A,"12,","34,"
610031,Outdoor Learning Permit,03/14/2022 09:30:00 AM,03/14/2022 01:30:00 PM,Parks Department,Special Event,Manhattan,Inwood Hill Park: Emerson Playground,,N/A,"12,","34,"
609953,Soccer - Non Regulation,02/17/2022 05:00:00 PM,02/17/2022 07:00:00 PM,Parks Department,Sport - Youth,Queens,Frank Principe Park / Maurice Park: Soccer-03,,N/A,"5,","104,"
606102,Soccer -Regulation,03/12/2022 08:00:00 AM,03/12/2022 10:00:00 AM,Parks Department,Sport - Adult,Brooklyn,Kaiser Park: Football-01,,N/A,"13,","60,"
610387,"Turtle Pond Lawn Winter Closure Nov. 29, 2021 - April 2, 2022",03/08/2022 12:00:00 AM,03/08/2022 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Turtle Pond Lawn,,N/A,"64,","22,"
622705,Celebration,02/19/2022 02:30:00 PM,02/19/2022 04:30:00 PM,Parks Department,Special Event,Manhattan,"Central Park: Wagner Cove ,Central Park: Cherry Hill",,N/A,"64,","22,"
623462,Baseball - Adults,02/25/2022 09:00:00 AM,02/25/2022 03:00:00 PM,Parks Department,Sport - Adult,Manhattan,De Witt Clinton Park: Baseball-03,,N/A,"04,","18,"
616830,Celebration,06/03/2022 10:00:00 AM,06/03/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
617128,Celebration,08/06/2022 03:00:00 PM,08/06/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
614189,Outdoor Learning - University Neighborhood High School 01M448 - DOE,02/28/2022 08:00:00 AM,02/28/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Lillian D Wald Playground: Lillian D Wald Playground,,N/A,"3,","7,"
623462,Baseball - Adults,02/19/2022 09:00:00 AM,02/19/2022 03:00:00 PM,Parks Department,Sport - Adult,Manhattan,De Witt Clinton Park: Baseball-03,,N/A,"04,","18,"
607833,Softball - Adults,03/14/2022 09:00:00 AM,03/14/2022 06:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Van Voorhees Playground: Softball-01,,N/A,"06,","76,"
608622,Mobile COVID-19 Test Site,03/05/2022 08:00:00 AM,03/05/2022 06:00:00 PM,Parks Department,Special Event,Bronx,Rienzi Playground: Rienzi Playground,,N/A,"12,","47,"
622407,Celebration,03/18/2022 01:00:00 PM,03/18/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Dene Lawn,,N/A,"64,","22,"
610673,Celebration,04/15/2022 02:00:00 PM,04/15/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,"Fort Tryon Park: Billings Lawn ,Fort Tryon Park: Heather Garden ,Fort Tryon Park: Linden Terrace",,N/A,"12,","34,"
623462,Baseball - Adults,02/16/2022 09:00:00 AM,02/16/2022 03:00:00 PM,Parks Department,Sport - Adult,Manhattan,De Witt Clinton Park: Baseball-03,,N/A,"04,","18,"
613295,Baseball - 12 and Under (Little League),03/14/2022 03:00:00 PM,03/14/2022 05:30:00 PM,Parks Department,Sport - Youth,Manhattan,"Riverside Park: 103rd St-Softball-04 ,Riverside Park: 103rd St-Softball-05 ,East River Park: Softball-05",,N/A,"03, 07,","24, 9,"
605045,Soccer - Non Regulation,03/14/2022 03:00:00 PM,03/14/2022 05:30:00 PM,Parks Department,Sport - Youth,Manhattan,Eugene McCabe Field: Soccer-01,,N/A,"11,","25,"
624202,Aurora's Funeral,03/26/2022 03:00:00 PM,03/26/2022 04:00:00 PM,Parks Department,Special Event,Queens,Francis Lewis Playground: Francis Lewis Playground,,N/A,"11,","111,"
615902,Frisbee,03/14/2022 04:00:00 PM,03/14/2022 05:30:00 PM,Parks Department,Sport - Youth,Brooklyn,Commodore Barry Park: Soccer-01,,N/A,"02,","88,"
621993,NYRR Open Run Cunningham Park,03/13/2022 09:00:00 AM,03/13/2022 10:00:00 AM,Parks Department,Special Event,Queens,Cunningham Park: Natural Trails,,N/A,"8,","107,"
609249,Studio 145: Danceathon 4: The Sound of Disco,06/03/2022 05:30:00 PM,06/03/2022 08:00:00 PM,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell,,N/A,"10,","30,"
619043,The Scandinavian Music Festival,06/12/2022 02:00:00 PM,06/12/2022 03:30:00 PM,Parks Department,Special Event,Manhattan,Fort Tryon Park: Billings Lawn,,N/A,"12,","34,"
617517,Celebration,05/14/2022 03:00:00 PM,05/14/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
623462,Baseball - Adults,02/22/2022 09:00:00 AM,02/22/2022 03:00:00 PM,Parks Department,Sport - Adult,Manhattan,De Witt Clinton Park: Baseball-03,,N/A,"04,","18,"
620371,Celebration,08/06/2022 03:00:00 PM,08/06/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,Tompkins Square Park: Slocum Memorial Fountain Plaza,,N/A,"3,","9,"
609002,DJ Nubian's Music Festival,08/27/2022 03:00:00 PM,08/27/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Central Plaza/Performance Area,,N/A,"4,","83,"
606605,Volleyball,03/12/2022 10:00:00 AM,03/12/2022 06:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Parade Ground: Volleyball-12,,N/A,"14,","70,"
623742,Celebration,07/09/2022 10:00:00 AM,07/09/2022 06:00:00 PM,Parks Department,Special Event,Brooklyn,Canarsie Park: East 84th BBQ Area,,N/A,"18,","69,"
608809,Soccer - Non Regulation,02/23/2022 05:00:00 PM,02/23/2022 07:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82",,N/A,"11,","25,"
620561,Covid 19 testing for the public,02/24/2022 07:00:00 AM,02/24/2022 07:00:00 PM,Parks Department,Special Event,Queens,Louis Armstrong Playground: Louis Armstrong Playground,,N/A,"3,","115,"
610657,Outdoor learning-12X458-DOE,03/15/2022 10:00:00 AM,03/15/2022 02:00:00 PM,Parks Department,Special Event,Bronx,Starlight Park: Starlight Park,,N/A,"9,","43,"
622658,Celebration,05/06/2022 02:00:00 PM,05/06/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
608741,Baseball - 12 and Under (Little League),03/15/2022 08:00:00 AM,03/15/2022 08:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Monsignor Crawford Field: Softball-01 ,Monsignor Crawford Field: Softball-02",,N/A,"18,","63,"
626080,Mobile COVID-19 Testing and Vaccine Site,02/23/2022 11:00:00 AM,02/23/2022 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,8 AVENUE between WEST   35 STREET and WEST   36 STREET,West,Curb Lane Only,"4, 5,","14,"
619026,Covid 19 testing for the public,02/21/2022 07:00:00 AM,02/21/2022 07:00:00 PM,Parks Department,Special Event,Bronx,Stars & Stripes Playground: Stars & Stripes Playground,,N/A,"12,","47,"
609933,Celebration,11/11/2022 02:00:00 PM,11/11/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,"Fort Tryon Park: Billings Lawn ,Fort Tryon Park: Heather Garden ,Fort Tryon Park: Linden Terrace",,N/A,"12,","34,"
605555,Softball (Little league),03/12/2022 08:00:00 AM,03/12/2022 12:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Carroll Park: Softball-01,,N/A,"06,","76,"
608229,Soccer -Regulation,03/12/2022 08:00:00 AM,03/12/2022 06:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Parade Ground: Soccer-10 ,Parade Ground: Soccer-11",,N/A,"14,","70,"
610593,Soccer - Non Regulation,03/12/2022 09:00:00 AM,03/12/2022 03:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"McLaughlin Park: Soccer-01 ,Dean Playground: Soccer-01",,N/A,"02, 08,","78, 84,"
610560,Celebration,11/10/2022 01:00:00 PM,11/10/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
619768,Celebration,03/03/2022 03:00:00 PM,03/03/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Bethesda Fountain Terrace,,N/A,"64,","22,"
610464,97 Street Greenmarket Friday,02/18/2022 08:00:00 AM,02/18/2022 05:00:00 PM,Street Activity Permit Office,Farmers Market,Manhattan,WEST   97 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,North,Sidewalk and Curb Lane Closure,"7,","24,"
623462,Baseball - Adults,02/17/2022 09:00:00 AM,02/17/2022 03:00:00 PM,Parks Department,Sport - Adult,Manhattan,De Witt Clinton Park: Baseball-03,,N/A,"04,","18,"
610412,Outdoor Learning renewal permit 599377,02/16/2022 12:30:00 PM,02/16/2022 02:30:00 PM,Parks Department,Special Event,Manhattan,Central Park: Wild West Playground Lawn,,N/A,"64,","22,"
622712,Celebration,09/17/2022 12:00:00 PM,09/17/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
614028,Brooklyn Kids Prep School Outdoor Learning,02/28/2022 03:00:00 PM,02/28/2022 09:00:00 PM,Parks Department,Special Event,Brooklyn,Marine Park: Lawn (Fillmore Avenue),,N/A,"18,","63,"
606683,Soccer -Regulation,02/22/2022 08:00:00 AM,02/22/2022 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Calvert Vaux Park: Soccer-01,,N/A,"13,","60,"
615967,Celebration,06/11/2022 01:00:00 PM,06/11/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,Harlem Art Park: Harlem Art Park,,N/A,"11,","25,"
608914,Soccer - Non Regulation,03/02/2022 07:00:00 PM,03/02/2022 09:00:00 PM,Parks Department,Sport - Adult,Manhattan,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",,N/A,"02,","6,"
618780,Covid 19 testing for the public,02/25/2022 07:00:00 AM,02/25/2022 07:00:00 PM,Parks Department,Special Event,Manhattan,Mitchell Square: Mitchel Square,,N/A,"12,","33,"
622833,Hugh Hayden Reflection Board,03/07/2022 12:00:00 PM,03/07/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Madison Square Park: Veterans Lawn,,N/A,"5,","13,"
609581,2nd  3rd Grade Outdoor Learning,03/07/2022 12:00:00 PM,03/07/2022 02:00:00 PM,Parks Department,Special Event,Bronx,Hunts PointPlayground: Hunts Point Playground,,N/A,"2,","41,"
611260,Model Helicopter Flying,03/07/2022 08:00:00 AM,03/07/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Calvert Vaux Park: Hobby Field,,N/A,"13,","60,"
613093,Softball - Adults,03/07/2022 03:00:00 PM,03/07/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,Queensbridge Park: Softball-03,,N/A,"01,","114,"
602588,Soccer - Non Regulation,03/13/2022 10:00:00 AM,03/13/2022 12:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Bill Brown Playground: Soccer-01,,N/A,"15,","61,"
615281,Soccer -Regulation,03/15/2022 07:00:00 PM,03/15/2022 09:00:00 PM,Parks Department,Sport - Adult,Manhattan,James J Walker Park: Soccer-01,,N/A,"02,","6,"
608985,Celebration,06/22/2022 11:00:00 AM,06/22/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,"Central Park: Wagner Cove ,Central Park: Cherry Hill",,N/A,"64,","22,"
610657,Outdoor learning-12X458-DOE,03/07/2022 10:00:00 AM,03/07/2022 02:00:00 PM,Parks Department,Special Event,Bronx,Starlight Park: Starlight Park,,N/A,"9,","43,"
615689,Lawn Closure of Veterans lawn,02/21/2022 12:00:00 AM,02/21/2022 11:00:00 PM,Parks Department,Special Event,Manhattan,Madison Square Park: Veterans Lawn,,N/A,"5,","13,"
622996,Celebration,06/04/2022 11:00:00 AM,06/04/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
622482,Celebration,05/07/2022 03:00:00 PM,05/07/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: The Pool Lawns,,N/A,"64,","22,"
622341,Celebration,06/23/2022 09:00:00 AM,06/23/2022 11:00:00 AM,Parks Department,Special Event,Manhattan,"Central Park: Wagner Cove ,Central Park: Cherry Hill",,N/A,"64,","22,"
606020,Soccer - Non Regulation,03/12/2022 08:00:00 AM,03/12/2022 03:00:00 PM,Parks Department,Sport - Youth,Queens,Flushing Meadows Corona Park: Soccer-08,,N/A,"07,","109,"
611570,Celebration,06/25/2022 01:00:00 PM,06/25/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Carl Schurz Park: Peter Pan Circle,,N/A,"8,","19,"
622851,Gandhi Jayanti,10/02/2022 09:00:00 AM,10/02/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Union Square Park: Gandhi Statue,,N/A,"5,","13,"
603096,Football Ã¢â¬â Flag Football,03/12/2022 09:00:00 AM,03/12/2022 05:00:00 PM,Parks Department,Sport - Youth,Staten Island,Gen. Douglas MacArthur Park: Multi-Use Field-01,,N/A,"2,","122,"
611434,Celebration,06/25/2022 12:00:00 PM,06/25/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Marine Park: Lawn Area (Burnett St),,N/A,"18,","63,"
623656,Frisbee,03/13/2022 02:00:00 PM,03/13/2022 05:00:00 PM,Parks Department,Sport - Youth,Brooklyn,McCarren Park: Soccer-01,,N/A,"01,","94,"
609536,Celebration,10/08/2022 05:00:00 PM,10/08/2022 07:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
605549,Baseball - 12 and Under (Little League),03/12/2022 08:00:00 AM,03/12/2022 04:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Dimattina Playground: Softball-01,,N/A,"06,","76,"
622730,Celebration,03/12/2022 03:00:00 PM,03/12/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,"Central Park: Wagner Cove ,Central Park: Cherry Hill",,N/A,"64,","22,"
608925,Soccer - Non Regulation,03/03/2022 03:30:00 PM,03/03/2022 08:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: East River Fields-Soccer-83",,N/A,"11,","25,"
610159,"Cedar Hill Winter Closure Nov 15, 2021 - April 15, 2022",02/24/2022 12:00:00 AM,02/24/2022 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cedar Hill,,N/A,"64,","22,"
606866,Soccer - Non Regulation,03/13/2022 10:00:00 AM,03/13/2022 12:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-73 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: East River Fields-Soccer-84",,N/A,"11,","25,"
595846,Mobile COVID-19 Test Site,03/02/2022 08:00:00 AM,03/02/2022 07:00:00 PM,Parks Department,Special Event,Bronx,St. James Park: St. James Park,,N/A,"7,","52,"
625845,Miscellaneous,06/16/2022 10:00:00 AM,06/16/2022 01:00:00 PM,Parks Department,Special Event,Queens,Whitestone Playground: Whitestone Playground,,N/A,"7,","109,"
610412,Outdoor Learning renewal permit 599377,03/14/2022 12:30:00 PM,03/14/2022 02:30:00 PM,Parks Department,Special Event,Manhattan,Central Park: Wild West Playground Lawn,,N/A,"64,","22,"
620561,Covid 19 testing for the public,02/18/2022 07:00:00 AM,02/18/2022 07:00:00 PM,Parks Department,Special Event,Queens,Louis Armstrong Playground: Louis Armstrong Playground,,N/A,"3,","115,"
622715,Celebration,06/23/2022 05:30:00 PM,06/23/2022 07:30:00 PM,Parks Department,Special Event,Manhattan,"Central Park: Cherry Hill ,Central Park: Wagner Cove",,N/A,"64,","22,"
616549,Movies Under the Stars,08/04/2022 07:00:00 PM,08/04/2022 09:00:00 PM,Parks Department,Special Event,Manhattan,Fort Tryon Park: Dongan Lawn,,N/A,"12,","34,"
621735,reboot,02/19/2022 12:00:00 PM,02/19/2022 06:00:00 PM,Parks Department,Special Event,Brooklyn,McCarren Park: Lawn South of Field House,,N/A,"1,","94,"
623343,Khojaly Massacre,02/26/2022 01:00:00 PM,02/26/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Dag Hammarskjold Plaza: First Avenue Plaza,,N/A,"6,","17,"
617054,Mobile COVID-19 Test Site,02/25/2022 08:00:00 AM,02/25/2022 07:00:00 PM,Parks Department,Special Event,Queens,Phil ''Scooter'' Rizzuto Park / Smokey Oval: Phil ''Scooter'' Rizzuto Park,,N/A,"9,","102,"
613805,Celebration,10/29/2022 03:00:00 PM,10/29/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Bethesda Fountain Terrace,,N/A,"64,","22,"
617058,Mobile COVID-19 Test Site,02/19/2022 08:00:00 AM,02/19/2022 07:00:00 PM,Parks Department,Special Event,Queens,Park Of The Americas / Linden Park: Linden Park,,N/A,"4,","110,"
